speakerid|speech_id|lastname|firstname|chamber|state|gender|party|district|nonvoting
114120090|1140011190|KLINE|JOHN|H|MN|M|R|2|voting
114120090|1140011191|KLINE|JOHN|H|MN|M|R|2|voting
114118850|1140011192|CARSON|ANDRE|H|IN|M|D|7|voting
114120090|1140011193|KLINE|JOHN|H|MN|M|R|2|voting
114118850|1140011194|CARSON|ANDRE|H|IN|M|D|7|voting
114122790|1140011197|DOLD|BOB|H|IL|M|R|10|voting
114122790|1140011198|DOLD|BOB|H|IL|M|R|10|voting
114122790|1140011201|DOLD|BOB|H|IL|M|R|10|voting
114119420|1140011202|FLORES|BILL|H|TX|M|R|17|voting
114119420|1140011203|FLORES|BILL|H|TX|M|R|17|voting
114119420|1140011206|FLORES|BILL|H|TX|M|R|17|voting
114120860|1140011209|POLIS|JARED|H|CO|M|D|2|voting
114119420|1140011210|FLORES|BILL|H|TX|M|R|17|voting
114119420|1140011212|FLORES|BILL|H|TX|M|R|17|voting
114119420|1140011214|FLORES|BILL|H|TX|M|R|17|voting
114122050|1140011215|BROWNLEY|JULIA|H|CA|F|D|26|voting
114122050|1140011216|BROWNLEY|JULIA|H|CA|F|D|26|voting
114120090|1140011217|KLINE|JOHN|H|MN|M|R|2|voting
114120090|1140011218|KLINE|JOHN|H|MN|M|R|2|voting
114122050|1140011219|BROWNLEY|JULIA|H|CA|F|D|26|voting
114120090|1140011221|KLINE|JOHN|H|MN|M|R|2|voting
114122050|1140011222|BROWNLEY|JULIA|H|CA|F|D|26|voting
114120250|1140011223|LOEBSACK|DAVID|H|IA|M|D|2|voting
114120250|1140011224|LOEBSACK|DAVID|H|IA|M|D|2|voting
114120090|1140011225|KLINE|JOHN|H|MN|M|R|2|voting
114120090|1140011226|KLINE|JOHN|H|MN|M|R|2|voting
114120250|1140011227|LOEBSACK|DAVID|H|IA|M|D|2|voting
114120860|1140011228|POLIS|JARED|H|CO|M|D|2|voting
114120860|1140011229|POLIS|JARED|H|CO|M|D|2|voting
114120090|1140011230|KLINE|JOHN|H|MN|M|R|2|voting
114120090|1140011231|KLINE|JOHN|H|MN|M|R|2|voting
114120860|1140011232|POLIS|JARED|H|CO|M|D|2|voting
114120860|1140011234|POLIS|JARED|H|CO|M|D|2|voting
114120090|1140011235|KLINE|JOHN|H|MN|M|R|2|voting
114120090|1140011237|KLINE|JOHN|H|MN|M|R|2|voting
114120700|1140011238|NUNES|DEVIN|H|CA|M|R|22|voting
114120090|1140011239|KLINE|JOHN|H|MN|M|R|2|voting
114118361|1140011241|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011242|MCCONNELL|MITCH|S|KY|M|R||voting
114120961|1140011244|REID|HARRY|S|NV|M|D||voting
114120961|1140011247|REID|HARRY|S|NV|M|D||voting
114121131|1140011249|RUBIO|MARCO|S|FL|M|R||voting
114121131|1140011251|RUBIO|MARCO|S|FL|M|R||voting
114121131|1140011253|RUBIO|MARCO|S|FL|M|R||voting
114118421|1140011255|SHAHEEN|JEANNE|S|NH|F|D||voting
114118421|1140011257|SHAHEEN|JEANNE|S|NH|F|D||voting
114118421|1140011259|SHAHEEN|JEANNE|S|NH|F|D||voting
114120371|1140011261|MARKEY|EDWARD|S|MA|M|D||voting
114120371|1140011262|MARKEY|EDWARD|S|MA|M|D||voting
114121911|1140011264|SCHATZ|BRIAN|S|HI|M|D||voting
114118321|1140011266|DURBIN|RICHARD|S|IL|M|D||voting
114118321|1140011268|DURBIN|RICHARD|S|IL|M|D||voting
114118321|1140011271|DURBIN|RICHARD|S|IL|M|D||voting
114118321|1140011273|DURBIN|RICHARD|S|IL|M|D||voting
114118311|1140011275|CORNYN|JOHN|S|TX|M|R||voting
114119811|1140011276|HOEVEN|JOHN|S|ND|M|R||voting
114118311|1140011278|CORNYN|JOHN|S|TX|M|R||voting
114118311|1140011280|CORNYN|JOHN|S|TX|M|R||voting
114118311|1140011282|CORNYN|JOHN|S|TX|M|R||voting
114118311|1140011285|CORNYN|JOHN|S|TX|M|R||voting
114118311|1140011288|CORNYN|JOHN|S|TX|M|R||voting
114118311|1140011290|CORNYN|JOHN|S|TX|M|R||voting
114118311|1140011292|CORNYN|JOHN|S|TX|M|R||voting
114118311|1140011294|CORNYN|JOHN|S|TX|M|R||voting
114118311|1140011296|CORNYN|JOHN|S|TX|M|R||voting
114118111|1140011300|CANTWELL|MARIA|S|WA|F|D||voting
114122711|1140011302|BOOKER|CORY|S|NJ|M|D||voting
114118291|1140011303|COCHRAN|THAD|S|MS|M|R||voting
114122711|1140011305|BOOKER|CORY|S|NJ|M|D||voting
114122711|1140011307|BOOKER|CORY|S|NJ|M|D||voting
114122711|1140011309|BOOKER|CORY|S|NJ|M|D||voting
114122711|1140011310|BOOKER|CORY|S|NJ|M|D||voting
114118291|1140011312|COCHRAN|THAD|S|MS|M|R||voting
114118201|1140011322|MENENDEZ|ROBERT|S|NJ|M|D||voting
114118351|1140011324|INHOFE|JAMES|S|OK|M|R||voting
114118351|1140011326|INHOFE|JAMES|S|OK|M|R||voting
114118351|1140011328|INHOFE|JAMES|S|OK|M|R||voting
114118251|1140011336|WHITEHOUSE|SHELDON|S|RI|M|D||voting
114118251|1140011338|WHITEHOUSE|SHELDON|S|RI|M|D||voting
114118141|1140011342|CASEY|ROBERT|S|PA|M|D||voting
114118371|1140011344|MERKLEY|JEFF|S|OR|M|D||voting
114118251|1140011346|WHITEHOUSE|SHELDON|S|RI|M|D||voting
114118251|1140011348|WHITEHOUSE|SHELDON|S|RI|M|D||voting
114122261|1140011350|WARREN|ELIZABETH|S|MA|F|D||voting
114120371|1140011352|MARKEY|EDWARD|S|MA|M|D||voting
114118221|1140011354|SANDERS|BERNARD|S|VT|M|I||voting
114118521|1140011356|BALDWIN|TAMMY|S|WI|F|D||voting
114118461|1140011358|FRANKEN|ALAN|S|MN|M|D||voting
114118251|1140011360|WHITEHOUSE|SHELDON|S|RI|M|D||voting
114118251|1140011362|WHITEHOUSE|SHELDON|S|RI|M|D||voting
114118481|1140011364|MANCHIN|JOE|S|WV|M|D||voting
114118481|1140011366|MANCHIN|JOE|S|WV|M|D||voting
114118311|1140011368|CORNYN|JOHN|S|TX|M|R||voting
114118311|1140011370|CORNYN|JOHN|S|TX|M|R||voting
114118311|1140011372|CORNYN|JOHN|S|TX|M|R||voting
114118311|1140011374|CORNYN|JOHN|S|TX|M|R||voting
114118361|1140011376|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011378|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011381|MCCONNELL|MITCH|S|KY|M|R||voting
114118421|1140011383|SHAHEEN|JEANNE|S|NH|F|D||voting
114118361|1140011384|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011386|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011388|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011390|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011392|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011394|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011396|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011398|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011400|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011402|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011404|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011406|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011408|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011410|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011412|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011414|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011416|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011418|MCCONNELL|MITCH|S|KY|M|R||voting
114122711|1140011422|BOOKER|CORY|S|NJ|M|D||voting
114118781|1140011424|BURR|RICHARD|S|NC|M|R||voting
114118651|1140011425|BLUMENTHAL|RICHARD|S|CT|M|D||voting
114119251|1140011426|DONNELLY|JOE|S|IN|M|D||voting
114121841|1140011427|HELLER|DEAN|S|NV|M|R||voting
114121841|1140011428|HELLER|DEAN|S|NV|M|R||voting
114121651|1140011429|VITTER|DAVID|S|LA|M|R||voting
114121541|1140011430|THUNE|JOHN|S|SD|M|R||voting
114118321|1140011433|DURBIN|RICHARD|S|IL|M|D||voting
114118161|1140011434|FEINSTEIN|DIANNE|S|CA|F|D||voting
114123401|1140011435|TILLIS|THOM|S|NC|M|R||voting
114118121|1140011436|CARDIN|BENJAMIN|S|MD|M|D||voting
114119071|1140011437|CRAPO|MICHAEL|S|ID|M|R||voting
114118121|1140011438|CARDIN|BENJAMIN|S|MD|M|D||voting
114123371|1140011440|SULLIVAN|DAN|S|AK|M|R||voting
114123371|1140011442|SULLIVAN|DAN|S|AK|M|R||voting
114123371|1140011444|SULLIVAN|DAN|S|AK|M|R||voting
114123371|1140011446|SULLIVAN|DAN|S|AK|M|R||voting
114123371|1140011448|SULLIVAN|DAN|S|AK|M|R||voting
114123371|1140011450|SULLIVAN|DAN|S|AK|M|R||voting
114123371|1140011452|SULLIVAN|DAN|S|AK|M|R||voting
114123371|1140011454|SULLIVAN|DAN|S|AK|M|R||voting
114118361|1140011456|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011457|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011460|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011462|MCCONNELL|MITCH|S|KY|M|R||voting
114120420|1140011499|MCCLINTOCK|TOM|H|CA|M|R|4|voting
114119830|1140011500|HOYER|STENY|H|MD|M|D|5|voting
114122600|1140011501|WILLIAMS|ROGER|H|TX|M|R|25|voting
114122650|1140011502|KILMER|DEREK|H|WA|M|D|6|voting
114121220|1140011504|SCHAKOWSKY|JANICE|H|IL|F|D|9|voting
114120860|1140011509|POLIS|JARED|H|CO|M|D|2|voting
114120860|1140011511|POLIS|JARED|H|CO|M|D|2|voting
114120860|1140011513|POLIS|JARED|H|CO|M|D|2|voting
114120860|1140011515|POLIS|JARED|H|CO|M|D|2|voting
114121410|1140011524|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
114121410|1140011525|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
114121410|1140011527|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
114120860|1140011528|POLIS|JARED|H|CO|M|D|2|voting
114118770|1140011530|BURGESS|MICHAEL|H|TX|M|R|26|voting
114121410|1140011531|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
114119900|1140011532|ISRAEL|STEVE|H|NY|M|D|3|voting
114119910|1140011534|ISSA|DARRELL|H|CA|M|R|49|voting
114119910|1140011537|ISSA|DARRELL|H|CA|M|R|49|voting
114121410|1140011538|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
114122300|1140011539|KILDEE|DANIEL|H|MI|M|D|5|voting
114121410|1140011542|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
114122440|1140011543|JEFFRIES|HAKEEM|H|NY|M|D|8|voting
114121410|1140011545|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
114118890|1140011548|CHABOT|STEVE|H|OH|M|R|1|voting
114121410|1140011550|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
114120280|1140011551|LOWEY|NITA|H|NY|F|D|17|voting
114121410|1140011553|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
114120280|1140011554|LOWEY|NITA|H|NY|F|D|17|voting
114121410|1140011555|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
114121410|1140011557|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
114119830|1140011558|HOYER|STENY|H|MD|M|D|5|voting
114121410|1140011560|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
114121410|1140011562|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
114121410|1140011564|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
114121410|1140011569|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
114120630|1140011571|NADLER|JERROLD|H|NY|M|D|10|voting
114121410|1140011573|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
114123240|1140011576|BOYLE|BRENDAN|H|PA|M|D|13|voting
114121020|1140011577|ROE|DAVID|H|TN|M|R|1|voting
114120280|1140011585|LOWEY|NITA|H|NY|F|D|17|voting
114120520|1140011587|MICA|JOHN|H|FL|M|R|7|voting
114120280|1140011589|LOWEY|NITA|H|NY|F|D|17|voting
114120280|1140011591|LOWEY|NITA|H|NY|F|D|17|voting
114121110|1140011592|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114120280|1140011594|LOWEY|NITA|H|NY|F|D|17|voting
114120280|1140011597|LOWEY|NITA|H|NY|F|D|17|voting
114120280|1140011601|LOWEY|NITA|H|NY|F|D|17|voting
114120280|1140011603|LOWEY|NITA|H|NY|F|D|17|voting
114119830|1140011604|HOYER|STENY|H|MD|M|D|5|voting
114120280|1140011606|LOWEY|NITA|H|NY|F|D|17|voting
114119830|1140011607|HOYER|STENY|H|MD|M|D|5|voting
114120280|1140011609|LOWEY|NITA|H|NY|F|D|17|voting
114119360|1140011610|FARR|SAM|H|CA|M|D|20|voting
114120280|1140011612|LOWEY|NITA|H|NY|F|D|17|voting
114122300|1140011613|KILDEE|DANIEL|H|MI|M|D|5|voting
114120280|1140011615|LOWEY|NITA|H|NY|F|D|17|voting
114120280|1140011618|LOWEY|NITA|H|NY|F|D|17|voting
114120280|1140011621|LOWEY|NITA|H|NY|F|D|17|voting
114120780|1140011622|PELOSI|NANCY|H|CA|F|D|12|voting
114120280|1140011624|LOWEY|NITA|H|NY|F|D|17|voting
114120130|1140011627|LANGEVIN|JAMES|H|RI|M|D|2|voting
114120090|1140011633|KLINE|JOHN|H|MN|M|R|2|voting
114120090|1140011634|KLINE|JOHN|H|MN|M|R|2|voting
114120090|1140011636|KLINE|JOHN|H|MN|M|R|2|voting
114120090|1140011640|KLINE|JOHN|H|MN|M|R|2|voting
114120090|1140011641|KLINE|JOHN|H|MN|M|R|2|voting
114120780|1140011643|PELOSI|NANCY|H|CA|F|D|12|voting
114120090|1140011644|KLINE|JOHN|H|MN|M|R|2|voting
114121060|1140011645|ROKITA|TODD|H|IN|M|R|4|voting
114121870|1140011647|BONAMICI|SUZANNE|H|OR|F|D|1|voting
114120090|1140011648|KLINE|JOHN|H|MN|M|R|2|voting
114123220|1140011649|RUSSELL|STEVE|H|OK|M|R|5|voting
114119830|1140011651|HOYER|STENY|H|MD|M|D|5|voting
114120090|1140011652|KLINE|JOHN|H|MN|M|R|2|voting
114120090|1140011653|KLINE|JOHN|H|MN|M|R|2|voting
114122980|1140011654|ALLEN|RICK|H|GA|M|R|12|voting
114119820|1140011657|HONDA|MICHAEL|H|CA|M|D|17|voting
114120090|1140011658|KLINE|JOHN|H|MN|M|R|2|voting
114123290|1140011661|BEYER|DONALD|H|VA|M|D|8|voting
114120090|1140011662|KLINE|JOHN|H|MN|M|R|2|voting
114120860|1140011665|POLIS|JARED|H|CO|M|D|2|voting
114120090|1140011667|KLINE|JOHN|H|MN|M|R|2|voting
114120090|1140011669|KLINE|JOHN|H|MN|M|R|2|voting
114120090|1140011671|KLINE|JOHN|H|MN|M|R|2|voting
114118620|1140011672|BLACK|DIANE|H|TN|F|R|6|voting
114120280|1140011678|LOWEY|NITA|H|NY|F|D|17|voting
114121690|1140011680|WASSERMAN SCHULTZ|DEBBIE|H|FL|F|D|23|voting
114122160|1140011683|FRANKEL|LOIS|H|FL|F|D|22|voting
114121900|1140011684|PAYNE|DONALD|H|NJ|M|D|10|voting
114120020|1140011685|KEATING|WILLIAM|H|MA|M|D|9|voting
114119570|1140011687|GOWDY|TREY|H|SC|M|R|4|voting
114121110|1140011691|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114121110|1140011694|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114121110|1140011696|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114121110|1140011698|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114120280|1140011699|LOWEY|NITA|H|NY|F|D|17|voting
114122740|1140011701|JOLLY|DAVID|H|FL|M|R|13|voting
114121110|1140011702|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114120260|1140011703|LOFGREN|ZOE|H|CA|F|D|19|voting
114121110|1140011705|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114122740|1140011707|JOLLY|DAVID|H|FL|M|R|13|voting
114122740|1140011709|JOLLY|DAVID|H|FL|M|R|13|voting
114121780|1140011713|WOODALL|ROB|H|GA|M|R|7|voting
114121110|1140011714|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114119310|1140011715|ELLISON|KEITH|H|MN|M|D|5|voting
114118490|1140011717|ADERHOLT|ROBERT|H|AL|M|R|4|voting
114121110|1140011718|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114123240|1140011719|BOYLE|BRENDAN|H|PA|M|D|13|voting
114121110|1140011721|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114121800|1140011722|YARMUTH|JOHN|H|KY|M|D|3|voting
114122730|1140011724|BYRNE|BRADLEY|H|AL|M|R|1|voting
114121110|1140011725|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114121110|1140011727|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114121110|1140011730|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114122350|1140011733|PITTENGER|ROBERT|H|NC|M|R|9|voting
114121110|1140011734|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114121110|1140011737|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114120020|1140011738|KEATING|WILLIAM|H|MA|M|D|9|voting
114121110|1140011740|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114119830|1140011741|HOYER|STENY|H|MD|M|D|5|voting
114119540|1140011745|GOHMERT|LOUIE|H|TX|M|R|1|voting
114121110|1140011746|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114120780|1140011747|PELOSI|NANCY|H|CA|F|D|12|voting
114121110|1140011752|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114121110|1140011754|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114121110|1140011757|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114121110|1140011760|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114121110|1140011763|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114121110|1140011767|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114120280|1140011768|LOWEY|NITA|H|NY|F|D|17|voting
114121110|1140011773|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114121110|1140011775|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114120280|1140011777|LOWEY|NITA|H|NY|F|D|17|voting
114121240|1140011779|SCHRADER|KURT|H|OR|M|D|5|voting
114120400|1140011781|MCCARTHY|KEVIN|H|CA|M|R|23|voting
114118630|1140011787|BLACKBURN|MARSHA|H|TN|F|R|7|voting
114123300|1140011789|COMSTOCK|BARBARA|H|VA|F|R|10|voting
114119430|1140011790|FORBES|J.|H|VA|M|R|4|voting
114119860|1140011791|HULTGREN|RANDY|H|IL|M|R|14|voting
114123210|1140011792|KATKO|JOHN|H|NY|M|R|24|voting
114120170|1140011793|LATTA|ROBERT|H|OH|M|R|5|voting
114120710|1140011794|OLSON|PETE|H|TX|M|R|22|voting
114123250|1140011795|RATCLIFFE|JOHN|H|TX|M|R|4|voting
114121010|1140011796|ROBY|MARTHA|H|AL|F|R|2|voting
114119640|1140011803|GRIFFITH|H.|H|VA|M|R|9|voting
114119640|1140011805|GRIFFITH|H.|H|VA|M|R|9|voting
114119640|1140011807|GRIFFITH|H.|H|VA|M|R|9|voting
114119640|1140011809|GRIFFITH|H.|H|VA|M|R|9|voting
114119640|1140011811|GRIFFITH|H.|H|VA|M|R|9|voting
114121110|1140011813|ROYBAL-ALLARD|LUCILLE|H|CA|F|D|40|voting
114121990|1140011820|LAMALFA|DOUG|H|CA|M|R|1|voting
114121990|1140011822|LAMALFA|DOUG|H|CA|M|R|1|voting
114122420|1140011823|LUJAN GRISHAM|MICHELLE|H|NM|F|D|1|voting
114118361|1140011825|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011827|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011829|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011831|MCCONNELL|MITCH|S|KY|M|R||voting
114120961|1140011833|REID|HARRY|S|NV|M|D||voting
114120531|1140011837|MIKULSKI|BARBARA|S|MD|F|D||voting
114121651|1140011839|VITTER|DAVID|S|LA|M|R||voting
114118321|1140011843|DURBIN|RICHARD|S|IL|M|D||voting
114118321|1140011845|DURBIN|RICHARD|S|IL|M|D||voting
114118311|1140011847|CORNYN|JOHN|S|TX|M|R||voting
114118321|1140011851|DURBIN|RICHARD|S|IL|M|D||voting
114120961|1140011856|REID|HARRY|S|NV|M|D||voting
114118321|1140011860|DURBIN|RICHARD|S|IL|M|D||voting
114118321|1140011866|DURBIN|RICHARD|S|IL|M|D||voting
114118421|1140011869|SHAHEEN|JEANNE|S|NH|F|D||voting
114118361|1140011870|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011873|MCCONNELL|MITCH|S|KY|M|R||voting
114118321|1140011875|DURBIN|RICHARD|S|IL|M|D||voting
114118321|1140011881|DURBIN|RICHARD|S|IL|M|D||voting
114118361|1140011884|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011886|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011888|MCCONNELL|MITCH|S|KY|M|R||voting
114119891|1140011890|ISAKSON|JOHN|S|GA|M|R||voting
114119891|1140011892|ISAKSON|JOHN|S|GA|M|R||voting
114119251|1140011894|DONNELLY|JOE|S|IN|M|D||voting
114119251|1140011896|DONNELLY|JOE|S|IN|M|D||voting
114121131|1140011898|RUBIO|MARCO|S|FL|M|R||voting
114118361|1140011900|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011902|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011903|MCCONNELL|MITCH|S|KY|M|R||voting
114120181|1140011904|LEAHY|PATRICK|S|VT|M|D||voting
114118701|1140011905|BOXER|BARBARA|S|CA|F|D||voting
114118281|1140011906|ALEXANDER|LAMAR|S|TN|M|R||voting
114118331|1140011908|ENZI|MICHAEL|S|WY|M|R||voting
114118431|1140011910|UDALL|TOM|S|NM|M|D||voting
114120391|1140011911|MCCAIN|JOHN|S|AZ|M|R||voting
114118121|1140011913|CARDIN|BENJAMIN|S|MD|M|D||voting
114118361|1140011916|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011918|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011920|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011923|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011924|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011926|MCCONNELL|MITCH|S|KY|M|R||voting
114120961|1140011928|REID|HARRY|S|NV|M|D||voting
114118361|1140011929|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011931|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011934|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011936|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140011938|MCCONNELL|MITCH|S|KY|M|R||voting
114118090|1140012003|TAKAI|MARK|H|HI|M|D|1|voting
114123200|1140012005|STEFANIK|ELISE|H|NY|F|R|21|voting
114122970|1140012007|LOUDERMILK|BARRY|H|GA|M|R|11|voting
114122730|1140012009|BYRNE|BRADLEY|H|AL|M|R|1|voting
114119010|1140012011|CONAWAY|K.|H|TX|M|R|11|voting
114119010|1140012012|CONAWAY|K.|H|TX|M|R|11|voting
114119450|1140012016|FOXX|VIRGINIA|H|NC|F|R|5|voting
114122300|1140012017|KILDEE|DANIEL|H|MI|M|D|5|voting
114123320|1140012018|NEWHOUSE|DAN|H|WA|M|R|4|voting
114122100|1140012019|VARGAS|JUAN|H|CA|M|D|51|voting
114118570|1140012029|BENISHEK|DAN|H|MI|M|R|1|voting
114118980|1140012033|COFFMAN|MIKE|H|CO|M|R|6|voting
114123230|1140012035|COSTELLO|RYAN|H|PA|M|R|6|voting
114121090|1140012064|ROSKAM|PETER|H|IL|M|R|6|voting
114122300|1140012067|KILDEE|DANIEL|H|MI|M|D|5|voting
114121880|1140012068|DELBENE|SUZAN|H|WA|F|D|1|voting
114123340|1140012072|MOONEY|ALEX|H|WV|M|R|2|voting
114120850|1140012073|POE|TED|H|TX|M|R|2|voting
114120710|1140012074|OLSON|PETE|H|TX|M|R|22|voting
114120720|1140012075|PALAZZO|STEVEN|H|MS|M|R|4|voting
114119540|1140012076|GOHMERT|LOUIE|H|TX|M|R|1|voting
114118540|1140012077|BARTON|JOE|H|TX|M|R|6|voting
114121900|1140012080|PAYNE|DONALD|H|NJ|M|D|10|voting
114118790|1140012084|BUTTERFIELD|GEORGE|H|NC|M|D|1|voting
114121900|1140012085|PAYNE|DONALD|H|NJ|M|D|10|voting
114119480|1140012087|FUDGE|MARCIA|H|OH|F|D|11|voting
114123310|1140012089|PLASKETT|STACEY|H|VI|F|D|0|nonvoting
114123310|1140012090|PLASKETT|STACEY|H|VI|F|D|0|nonvoting
114122440|1140012092|JEFFRIES|HAKEEM|H|NY|M|D|8|voting
114122480|1140012094|BEATTY|JOYCE|H|OH|F|D|3|voting
114121900|1140012097|PAYNE|DONALD|H|NJ|M|D|10|voting
114122630|1140012101|STEWART|CHRIS|H|UT|M|R|2|voting
114121100|1140012102|ROSS|DENNIS|H|FL|M|R|15|voting
114122630|1140012103|STEWART|CHRIS|H|UT|M|R|2|voting
114122600|1140012104|WILLIAMS|ROGER|H|TX|M|R|25|voting
114122630|1140012105|STEWART|CHRIS|H|UT|M|R|2|voting
114122350|1140012106|PITTENGER|ROBERT|H|NC|M|R|9|voting
114122630|1140012107|STEWART|CHRIS|H|UT|M|R|2|voting
114123150|1140012108|MACARTHUR|TOM|H|NJ|M|R|3|voting
114122630|1140012109|STEWART|CHRIS|H|UT|M|R|2|voting
114122220|1140012110|WALORSKI|JACKIE|H|IN|F|R|2|voting
114122470|1140012111|WENSTRUP|BRAD|H|OH|M|R|2|voting
114122630|1140012112|STEWART|CHRIS|H|UT|M|R|2|voting
114121780|1140012114|WOODALL|ROB|H|GA|M|R|7|voting
114118361|1140012116|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140012119|MCCONNELL|MITCH|S|KY|M|R||voting
114118171|1140012121|HATCH|ORRIN|S|UT|M|R||voting
114118171|1140012123|HATCH|ORRIN|S|UT|M|R||voting
114118671|1140012125|BOOZMAN|JOHN|S|AR|M|R||voting
114118671|1140012127|BOOZMAN|JOHN|S|AR|M|R||voting
114120961|1140012129|REID|HARRY|S|NV|M|D||voting
114120961|1140012131|REID|HARRY|S|NV|M|D||voting
114118361|1140012133|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140012135|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140012137|MCCONNELL|MITCH|S|KY|M|R||voting
114118361|1140012139|MCCONNELL|MITCH|S|KY|M|R||voting
114118261|1140012141|BARRASSO|JOHN|S|WY|M|R||voting
114118261|1140012143|BARRASSO|JOHN|S|WY|M|R||voting
114118261|1140012145|BARRASSO|JOHN|S|WY|M|R||voting
